client_num,customer_age,gender,dependent_count,education_level,marital_status,state_cd,zipcode,car_owner,house_owner,personal_loan,contact,customer_job,income,cust_satisfaction_score,card_category,annual_fees,activation_30_days,customer_acq_cost,week_start_date,week_num,qtr,current_year,credit_limit,total_revolving_bal,total_trans_amt,total_trans_vol,avg_utilization_ratio,use_chip,exp_type,interest_earned,delinquent_acc
789494133,"35,00",F,"2,00",Unknown,Married,NJ,91750,yes,yes,no,unknown,Blue-collar,"27.545,00","4,00",Blue,"460,00","0,00","82,00",05/11/2023,Week-45,Q4,2023,"2.490,00","1.259,00","2.441,00","53,00",0.506,Swipe,Bills,414.97,"0,00"
789497283,"38,00",M,"4,00",High School,Single,FL,91750,yes,yes,no,cellular,Govt,"105.064,00","3,00",Blue,"195,00","0,00","92,00",05/11/2023,Week-45,Q4,2023,"34.162,00","1.723,00","7.572,00","56,00",0.05,Chip,Entertainment,1665.84,"0,00"
789502308,"36,00",F,"4,00",Unknown,Single,CA,91750,yes,yes,no,cellular,Businessman,"26.360,00","5,00",Blue,"465,00","0,00","115,00",05/11/2023,Week-45,Q4,2023,"1.551,00","790,00","2.379,00","46,00",0.509,Chip,Fuel,499.59,"0,00"
789504183,"59,00",F,"2,00",Uneducated,Married,FL,91750,no,yes,no,cellular,Retirees,"30.072,00","5,00",Blue,"445,00","1,00","86,00",05/11/2023,Week-45,Q4,2023,"34.516,00","0,00","2.574,00","62,00",0,Swipe,Entertainment,231.66,"0,00"
789507408,"35,00",M,"3,00",Post-Graduate,Single,NY,91750,no,no,yes,unknown,Blue-collar,"95.685,00","5,00",Blue,"405,00","1,00","147,00",05/11/2023,Week-45,Q4,2023,"2.337,00","0,00","5.203,00","90,00",0,Swipe,Fuel,832.48,"0,00"
789508758,"53,00",F,"1,00",Uneducated,Married,NJ,91750,no,no,no,cellular,Blue-collar,"40.118,00","3,00",Blue,"335,00","1,00","69,00",05/11/2023,Week-45,Q4,2023,"4.170,00","641,00","3.669,00","67,00",0.154,Swipe,Food,990.63,"0,00"
789513858,"42,00",F,"4,00",Unknown,Married,NJ,91750,no,no,no,cellular,Selfemployeed,"2.565,00","3,00",Blue,"150,00","0,00","105,00",05/11/2023,Week-45,Q4,2023,"-168.681,00","0,00","891,00","28,00",0,Swipe,Entertainment,196.02,"0,00"
789515283,"49,00",M,"3,00",Post-Graduate,Single,NY,91750,no,no,no,cellular,Govt,"78.213,00","5,00",Blue,"415,00","0,00","91,00",05/11/2023,Week-45,Q4,2023,"2.157,00","1.494,00","4.784,00","69,00",0.693,Swipe,Travel,621.92,"0,00"
789520533,"59,00",M,"1,00",High School,Single,CA,91750,yes,yes,no,cellular,White-collar,"68.361,00","4,00",Blue,"355,00","0,00","54,00",05/11/2023,Week-45,Q4,2023,"26.174,00","1.864,00","4.551,00","65,00",0.071,Chip,Grocery,546.12,"0,00"
789523683,"55,00",F,"1,00",Uneducated,Married,CA,91750,yes,no,no,telephone,Selfemployeed,"58.599,00","3,00",Blue,"175,00","0,00","157,00",05/11/2023,Week-45,Q4,2023,"2.180,00","1.865,00","4.348,00","77,00",0.856,Swipe,Fuel,1000.04,"0,00"
789525408,"43,00",M,"4,00",Graduate,Single,TX,91750,yes,no,no,cellular,Govt,"109.621,00","5,00",Blue,"150,00","1,00","96,00",05/11/2023,Week-45,Q4,2023,"3.749,00","1.594,00","7.990,00","89,00",0.425,Swipe,Fuel,1997.5,"0,00"
789526458,"37,00",F,"4,00",High School,Single,CA,91750,no,no,no,cellular,Retirees,"46.308,00","3,00",Blue,"200,00","0,00","156,00",05/11/2023,Week-45,Q4,2023,"2.534,00","1.706,00","3.965,00","57,00",0.673,Swipe,Travel,237.9,"0,00"
789528183,"63,00",F,"0,00",Graduate,Single,TX,91750,yes,no,no,cellular,Blue-collar,"30.241,00","5,00",Blue,"150,00","0,00","120,00",05/11/2023,Week-45,Q4,2023,"-168.681,00","997,00","2.583,00","47,00",0.693,Swipe,Entertainment,335.79,"0,00"
789529158,"38,00",M,"2,00",Uneducated,Married,NJ,91750,yes,no,no,cellular,Govt,"115.009,00","4,00",Blue,"425,00","0,00","109,00",05/11/2023,Week-45,Q4,2023,"2.946,00","743,00","8.553,00","88,00",0.252,Swipe,Grocery,1026.36,"0,00"
789530208,"52,00",F,"3,00",Doctorate,Single,FL,91750,no,yes,no,cellular,Selfemployeed,"14.975,00","3,00",Blue,"365,00","1,00","72,00",05/11/2023,Week-45,Q4,2023,"2.737,00","2.517,00","1.619,00","37,00",0.92,Swipe,Bills,194.28,"0,00"
789531633,"48,00",M,"4,00",Graduate,Married,NY,91750,no,yes,no,cellular,Govt,"96.091,00","4,00",Blue,"350,00","1,00","90,00",05/11/2023,Week-45,Q4,2023,"4.117,00","777,00","5.218,00","88,00",0.189,Chip,Food,730.52,"0,00"
789533133,"48,00",F,"4,00",High School,Married,CA,91750,yes,no,no,cellular,Govt,"59.994,00","3,00",Blue,"200,00","1,00","73,00",05/11/2023,Week-45,Q4,2023,"4.995,00","1.766,00","4.389,00","82,00",0.354,Swipe,Bills,702.24,"0,00"
789535233,"29,00",M,"2,00",High School,Married,NJ,91750,no,yes,no,cellular,White-collar,"119.424,00","4,00",Silver,"290,00","0,00","95,00",05/11/2023,Week-45,Q4,2023,"34.516,00","1.618,00","11.603,00","109,00",0.047,Swipe,Food,812.21,"0,00"
789539058,"46,00",F,"4,00",Graduate,Married,CA,90025,yes,no,no,unknown,Businessman,"237.352,00","3,00",Platinum,"440,00","1,00","96,00",05/11/2023,Week-45,Q4,2023,"4.342,00","893,00","17.064,00","116,00",0.206,Swipe,Fuel,1023.84,"0,00"
789540108,"60,00",M,"1,00",Uneducated,Single,CA,91750,no,no,no,cellular,Retirees,"77.200,00","4,00",Blue,"445,00","1,00","112,00",05/11/2023,Week-45,Q4,2023,"2.832,00","1.819,00","4.761,00","75,00",0.642,Swipe,Bills,714.15,"0,00"
789541458,"35,00",M,"2,00",Graduate,Married,NY,91750,yes,yes,no,cellular,Govt,"80.728,00","4,00",Blue,"415,00","1,00","66,00",05/11/2023,Week-45,Q4,2023,"-168.681,00","977,00","4.840,00","85,00",0.679,Swipe,Bills,1306.8,"0,00"
789550458,"51,00",M,"2,00",Uneducated,Single,CA,90250,no,yes,no,unknown,Businessman,"157.185,00","5,00",Silver,"110,00","1,00","78,00",05/11/2023,Week-45,Q4,2023,"15.223,00","1.729,00","14.230,00","111,00",0.114,Online,Food,3984.4,"0,00"
789551883,"38,00",F,"1,00",High School,Single,FL,91750,yes,no,no,cellular,Businessman,"168.388,00","3,00",Blue,"110,00","1,00","68,00",05/11/2023,Week-45,Q4,2023,"14.803,00","985,00","14.426,00","87,00",0.067,Swipe,Food,3895.02,"0,00"
789556533,"35,00",M,"2,00",Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,"110.765,00","5,00",Blue,"200,00","0,00","77,00",05/11/2023,Week-45,Q4,2023,"23.070,00","1.701,00","8.070,00","81,00",0.074,Swipe,Bills,645.6,"0,00"
789560433,"35,00",M,"3,00",High School,Unknown,NY,91750,no,no,no,cellular,White-collar,"94.516,00","4,00",Blue,"360,00","0,00","99,00",05/11/2023,Week-45,Q4,2023,"14.895,00","0,00","5.147,00","53,00",0,Swipe,Bills,463.23,"0,00"
789562383,"51,00",F,"1,00",Graduate,Married,CA,91750,yes,yes,no,cellular,Blue-collar,"10.781,00","3,00",Blue,"280,00","1,00","120,00",05/11/2023,Week-45,Q4,2023,"-168.681,00","583,00","1.259,00","24,00",0.405,Swipe,Food,188.85,"0,00"
789563658,"36,00",M,"2,00",Graduate,Single,FL,91750,yes,yes,no,cellular,Businessman,"71.243,00","4,00",Silver,"335,00","1,00","101,00",05/11/2023,Week-45,Q4,2023,"12.155,00","0,00","4.618,00","60,00",0,Chip,Bills,969.78,"0,00"
789575583,"46,00",M,"3,00",High School,Single,CA,91750,yes,yes,yes,cellular,Selfemployeed,"62.558,00","4,00",Blue,"470,00","0,00","59,00",05/11/2023,Week-45,Q4,2023,"6.931,00","1.380,00","4.437,00","64,00",0.199,Chip,Entertainment,843.03,"0,00"
789577833,"50,00",F,"2,00",Graduate,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,"5.225,00","5,00",Blue,"330,00","0,00","128,00",05/11/2023,Week-45,Q4,2023,"8.902,00","1.932,00","969,00","29,00",0.217,Swipe,Bills,106.59,"0,00"
789579033,"57,00",M,"4,00",Unknown,Single,CA,91750,yes,yes,no,cellular,White-collar,"90.147,00","4,00",Blue,"300,00","1,00","78,00",05/11/2023,Week-45,Q4,2023,"4.878,00","2.098,00","5.021,00","84,00",0.43,Swipe,Bills,1456.09,"0,00"
789580908,"59,00",M,"1,00",High School,Unknown,NY,91750,no,yes,no,unknown,Retirees,"48.935,00","4,00",Blue,"190,00","0,00","120,00",05/11/2023,Week-45,Q4,2023,"8.512,00","1.471,00","4.056,00","81,00",0.173,Chip,Grocery,770.64,"0,00"
789582483,"42,00",M,"2,00",Graduate,Single,CA,91750,yes,yes,no,unknown,Businessman,"106.829,00","4,00",Blue,"365,00","0,00","115,00",05/11/2023,Week-45,Q4,2023,"9.369,00","1.813,00","7.699,00","101,00",0.194,Swipe,Food,846.89,"0,00"
789586833,"56,00",F,"4,00",High School,Single,AR,72023,no,yes,no,cellular,Govt,"48.849,00","3,00",Blue,"150,00","0,00","57,00",05/11/2023,Week-45,Q4,2023,"2.883,00","1.732,00","4.053,00","85,00",0.601,Chip,Entertainment,567.42,"0,00"
789588933,"47,00",F,"4,00",Graduate,Unknown,FL,91750,no,no,no,cellular,Businessman,"45.113,00","4,00",Blue,"380,00","1,00","70,00",05/11/2023,Week-45,Q4,2023,"1.787,00","0,00","3.912,00","79,00",0,Swipe,Entertainment,978,"0,00"
789593058,"37,00",F,"2,00",Post-Graduate,Married,FL,91750,no,no,no,cellular,Blue-collar,"36.286,00","4,00",Blue,"420,00","0,00","74,00",05/11/2023,Week-45,Q4,2023,"24.248,00","1.020,00","3.311,00","84,00",0.042,Swipe,Bills,430.43,"0,00"
789594108,"50,00",M,"1,00",Graduate,Married,TX,91750,no,yes,no,telephone,White-collar,"151.832,00","5,00",Blue,"340,00","1,00","100,00",05/11/2023,Week-45,Q4,2023,"3.429,00","1.779,00","14.107,00","99,00",0.519,Swipe,Food,2398.19,"0,00"
789597408,"48,00",M,"2,00",Doctorate,Single,TX,91750,yes,yes,no,cellular,Blue-collar,"75.023,00","3,00",Silver,"340,00","1,00","99,00",05/11/2023,Week-45,Q4,2023,"17.814,00","0,00","4.712,00","76,00",0,Swipe,Fuel,801.04,"0,00"
789599283,"38,00",F,"2,00",Graduate,Married,FL,91750,no,yes,no,unknown,Retirees,"37.051,00","5,00",Blue,"300,00","1,00","78,00",12/11/2023,Week-46,Q4,2023,"2.002,00","1.448,00","3.406,00","62,00",0.723,Online,Entertainment,783.38,"0,00"
789601308,"26,00",F,"1,00",Graduate,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,"54.388,00","5,00",Blue,"245,00","1,00","155,00",12/11/2023,Week-46,Q4,2023,"12.398,00","0,00","4.228,00","93,00",0,Swipe,Grocery,718.76,"0,00"
789603183,"42,00",M,"3,00",High School,Single,NJ,91750,yes,yes,no,cellular,Businessman,"41.595,00","5,00",Blue,"460,00","1,00","45,00",12/11/2023,Week-46,Q4,2023,"9.728,00","0,00","3.756,00","57,00",0,Swipe,Grocery,1014.12,"0,00"
789605658,"48,00",F,"3,00",Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,"5.525,00","4,00",Blue,"340,00","0,00","53,00",12/11/2023,Week-46,Q4,2023,"2.985,00","2.355,00","1.065,00","27,00",0.789,Swipe,Bills,308.85,"0,00"
789607983,"50,00",F,"4,00",Graduate,Married,CA,91750,yes,no,yes,unknown,Selfemployeed,"15.291,00","4,00",Blue,"245,00","0,00","106,00",12/11/2023,Week-46,Q4,2023,"8.603,00","1.046,00","1.758,00","40,00",0.122,Swipe,Bills,140.64,"0,00"
789611283,"49,00",F,"2,00",Uneducated,Married,CA,91750,yes,yes,yes,cellular,Selfemployeed,"12.150,00","3,00",Blue,"125,00","0,00","115,00",12/11/2023,Week-46,Q4,2023,"5.452,00","2.091,00","1.347,00","30,00",0.384,Swipe,Bills,175.11,"0,00"
789613083,"42,00",M,"3,00",Post-Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,"93.503,00","4,00",Blue,"390,00","1,00","77,00",12/11/2023,Week-46,Q4,2023,"1.943,00","0,00","5.108,00","81,00",0,Swipe,Food,1328.08,"0,00"
789616158,"26,00",M,"0,00",Graduate,Single,NY,91750,yes,no,no,unknown,White-collar,"37.436,00","5,00",Blue,"195,00","1,00","121,00",12/11/2023,Week-46,Q4,2023,"25.045,00","0,00","3.444,00","52,00",0,Chip,Travel,929.88,"0,00"
789625383,"59,00",M,"1,00",Uneducated,Single,CA,91750,no,no,no,cellular,Businessman,"38.597,00","3,00",Blue,"200,00","1,00","131,00",12/11/2023,Week-46,Q4,2023,"9.727,00","1.626,00","3.543,00","62,00",0.167,Chip,Food,248.01,"0,00"
789627258,"44,00",F,"3,00",High School,Married,TX,91750,yes,yes,no,cellular,Businessman,"28.592,00","5,00",Blue,"125,00","1,00","44,00",12/11/2023,Week-46,Q4,2023,"1.935,00","1.033,00","2.498,00","60,00",0.534,Swipe,Travel,574.54,"0,00"
789631908,"46,00",M,"3,00",Uneducated,Married,TX,91750,no,no,no,cellular,Blue-collar,"74.289,00","5,00",Blue,"495,00","0,00","116,00",12/11/2023,Week-46,Q4,2023,"3.031,00","1.787,00","4.690,00","85,00",0.59,Swipe,Bills,1266.3,"0,00"
789634983,"51,00",M,"3,00",Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,"85.154,00","5,00",Blue,"250,00","1,00","89,00",12/11/2023,Week-46,Q4,2023,"4.188,00","2.200,00","4.911,00","86,00",0.525,Swipe,Bills,1227.75,"0,00"
789637308,"45,00",F,"5,00",Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,"30.199,00","4,00",Blue,"340,00","1,00","108,00",12/11/2023,Week-46,Q4,2023,"3.076,00","0,00","2.580,00","50,00",0,Swipe,Food,438.6,"0,00"
789643383,"61,00",F,"1,00",Uneducated,Married,FL,91750,yes,no,no,cellular,Selfemployeed,"38.998,00","5,00",Blue,"285,00","1,00","119,00",12/11/2023,Week-46,Q4,2023,"13.435,00","0,00","3.575,00","56,00",0,Swipe,Fuel,357.5,"0,00"
789646158,"40,00",F,"3,00",Graduate,Married,NY,91750,no,yes,no,unknown,Blue-collar,"36.137,00","5,00",Blue,"140,00","1,00","98,00",12/11/2023,Week-46,Q4,2023,"3.653,00","881,00","3.297,00","66,00",0.241,Online,Bills,791.28,"0,00"
789656358,"41,00",F,"3,00",High School,Married,TX,91750,no,yes,no,cellular,Businessman,"46.136,00","5,00",Blue,"470,00","0,00","120,00",12/11/2023,Week-46,Q4,2023,"11.115,00","1.292,00","3.956,00","74,00",0.116,Swipe,Fuel,632.96,"0,00"
789662283,"39,00",F,"0,00",Graduate,Single,TX,91750,yes,no,no,unknown,White-collar,"33.510,00","5,00",Blue,"245,00","1,00","88,00",12/11/2023,Week-46,Q4,2023,"2.140,00","0,00","2.915,00","50,00",0,Chip,Fuel,612.15,"0,00"
789666333,"57,00",F,"4,00",Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,"219.197,00","4,00",Blue,"150,00","1,00","128,00",12/11/2023,Week-46,Q4,2023,"21.679,00","1.073,00","15.581,00","115,00",0.049,Online,Grocery,3895.25,"0,00"
789670533,"56,00",F,"4,00",Doctorate,Single,CA,91750,no,yes,yes,cellular,Retirees,"56.845,00","5,00",Blue,"365,00","1,00","104,00",12/11/2023,Week-46,Q4,2023,"-168.681,00","0,00","4.300,00","67,00",0,Swipe,Entertainment,602,"0,00"
789678483,"48,00",M,"4,00",High School,Married,CA,91750,yes,no,no,cellular,Selfemployeed,"77.707,00","4,00",Silver,"415,00","0,00","92,00",12/11/2023,Week-46,Q4,2023,"13.384,00","0,00","4.773,00","77,00",0,Swipe,Bills,1240.98,"0,00"
789681708,"54,00",M,"1,00",Post-Graduate,Single,NJ,91750,no,no,no,cellular,Govt,"107.587,00","5,00",Gold,"300,00","0,00","102,00",12/11/2023,Week-46,Q4,2023,"34.516,00","713,00","7.750,00","82,00",0.021,Swipe,Grocery,697.5,"0,00"
789684258,"57,00",M,"2,00",Uneducated,Single,FL,91750,no,no,no,cellular,Selfemployeed,"108.233,00","3,00",Silver,"195,00","1,00","82,00",12/11/2023,Week-46,Q4,2023,"34.516,00","1.847,00","7.842,00","61,00",0.054,Swipe,Entertainment,705.78,"0,00"
789690483,"43,00",F,"4,00",Graduate,Unknown,CA,91750,no,yes,no,cellular,Blue-collar,"35.000,00","4,00",Blue,"495,00","0,00","80,00",12/11/2023,Week-46,Q4,2023,"8.208,00","0,00","3.135,00","39,00",0,Swipe,Fuel,846.45,"0,00"
789692283,"61,00",M,"0,00",Graduate,Single,TX,91750,yes,no,yes,telephone,White-collar,"72.857,00","5,00",Blue,"385,00","1,00","109,00",12/11/2023,Week-46,Q4,2023,"5.950,00","0,00","4.655,00","66,00",0,Chip,Fuel,1070.65,"0,00"
789698733,"55,00",M,"2,00",Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,"62.596,00","5,00",Blue,"455,00","0,00","114,00",12/11/2023,Week-46,Q4,2023,"4.788,00","1.088,00","4.438,00","78,00",0.227,Swipe,Bills,931.98,"0,00"
789701658,"38,00",F,"3,00",Graduate,Single,TX,91750,yes,yes,no,cellular,Blue-collar,"23.071,00","4,00",Blue,"140,00","1,00","141,00",12/11/2023,Week-46,Q4,2023,"2.047,00","1.196,00","2.180,00","33,00",0.584,Swipe,Fuel,523.2,"0,00"
789705408,"52,00",M,"4,00",Graduate,Married,NY,91750,no,no,no,cellular,Blue-collar,"41.342,00","3,00",Blue,"455,00","1,00","75,00",12/11/2023,Week-46,Q4,2023,"4.743,00","1.687,00","3.739,00","55,00",0.356,Chip,Grocery,411.29,"0,00"
789707433,"53,00",F,"1,00",Graduate,Married,TX,91750,no,yes,no,telephone,White-collar,"59.286,00","4,00",Blue,"300,00","1,00","115,00",12/11/2023,Week-46,Q4,2023,"2.515,00","1.313,00","4.370,00","68,00",0.522,Chip,Entertainment,349.6,"0,00"
789713208,"51,00",F,"2,00",Graduate,Married,TX,91750,yes,no,no,unknown,Blue-collar,"31.558,00","4,00",Blue,"325,00","0,00","51,00",12/11/2023,Week-46,Q4,2023,"2.936,00","326,00","2.692,00","29,00",0.111,Online,Grocery,296.12,"0,00"
789717708,"40,00",F,"3,00",High School,Single,NY,91750,no,yes,no,cellular,Govt,"52.699,00","3,00",Blue,"200,00","1,00","48,00",12/11/2023,Week-46,Q4,2023,"3.943,00","1.135,00","4.180,00","82,00",0.288,Swipe,Entertainment,1128.6,"0,00"
789731433,"49,00",M,"3,00",Graduate,Single,TX,91750,no,no,no,cellular,Retirees,"30.537,00","5,00",Blue,"435,00","1,00","113,00",12/11/2023,Week-46,Q4,2023,"2.063,00","1.390,00","2.602,00","42,00",0.674,Swipe,Entertainment,416.32,"0,00"
789733008,"44,00",F,"2,00",High School,Unknown,CA,91750,no,no,yes,cellular,Govt,"33.672,00","5,00",Blue,"475,00","1,00","83,00",12/11/2023,Week-46,Q4,2023,"10.723,00","1.529,00","2.938,00","63,00",0.143,Swipe,Entertainment,293.8,"0,00"
789744033,"52,00",F,"2,00",High School,Single,CA,91750,no,no,no,cellular,Blue-collar,"35.327,00","4,00",Blue,"405,00","1,00","81,00",12/11/2023,Week-46,Q4,2023,"19.999,00","1.007,00","3.183,00","69,00",0.05,Online,Fuel,572.94,"0,00"
789749433,"43,00",M,"4,00",Doctorate,Unknown,TX,91750,no,yes,no,cellular,White-collar,"75.914,00","5,00",Blue,"300,00","1,00","107,00",12/11/2023,Week-46,Q4,2023,"2.591,00","2.340,00","4.730,00","82,00",0.903,Online,Bills,1277.1,"0,00"
789760233,"43,00",F,"5,00",Uneducated,Single,CA,91750,yes,yes,no,telephone,Blue-collar,"27.446,00","5,00",Blue,"300,00","1,00","99,00",12/11/2023,Week-46,Q4,2023,"3.544,00","0,00","2.435,00","63,00",0,Swipe,Travel,560.05,"0,00"
789772983,"51,00",F,"4,00",High School,Married,NY,91750,yes,no,no,cellular,White-collar,"42.351,00","4,00",Blue,"430,00","0,00","89,00",12/11/2023,Week-46,Q4,2023,"4.694,00","0,00","3.798,00","56,00",0,Swipe,Fuel,417.78,"0,00"
789775308,"52,00",M,"2,00",Post-Graduate,Married,CA,91750,yes,no,no,cellular,Govt,"82.872,00","5,00",Blue,"200,00","1,00","82,00",12/11/2023,Week-46,Q4,2023,"-168.681,00","1.120,00","4.880,00","77,00",0.779,Chip,Entertainment,1073.6,"0,00"
789777408,"42,00",F,"4,00",Unknown,Married,TX,91750,yes,no,no,cellular,Selfemployeed,"6.550,00","4,00",Blue,"125,00","1,00","46,00",12/11/2023,Week-46,Q4,2023,"1.442,00","1.428,00","1.134,00","26,00",0.99,Swipe,Fuel,158.76,"0,00"
789780033,"33,00",M,"2,00",Graduate,Married,NY,91750,yes,no,no,unknown,Businessman,"154.776,00","4,00",Silver,"330,00","1,00","160,00",12/11/2023,Week-46,Q4,2023,"34.516,00","917,00","14.202,00","114,00",0.027,Chip,Travel,994.14,"0,00"
789786258,"42,00",F,"3,00",High School,Married,NV,91750,no,no,no,cellular,Govt,"21.805,00","5,00",Blue,"150,00","1,00","114,00",12/11/2023,Week-46,Q4,2023,"26.570,00","1.915,00","2.118,00","33,00",0.072,Swipe,Fuel,614.22,"0,00"
789791808,"48,00",F,"2,00",High School,Married,VA,91750,no,yes,no,unknown,Businessman,"185.693,00","4,00",Blue,"290,00","1,00","119,00",12/11/2023,Week-46,Q4,2023,"7.139,00","1.512,00","14.802,00","112,00",0.212,Swipe,Food,3996.54,"0,00"
789800358,"41,00",M,"3,00",Unknown,Married,NY,91750,no,no,no,cellular,Blue-collar,"75.814,00","5,00",Blue,"360,00","1,00","115,00",12/11/2023,Week-46,Q4,2023,"2.647,00","1.288,00","4.730,00","78,00",0.487,Swipe,Grocery,898.7,"0,00"
789804933,"49,00",M,"2,00",Unknown,Single,NY,91750,no,no,no,unknown,Businessman,"29.410,00","5,00",Blue,"295,00","0,00","96,00",12/11/2023,Week-46,Q4,2023,"23.125,00","1.236,00","2.536,00","69,00",0.053,Swipe,Bills,405.76,"0,00"
789817833,"55,00",M,"4,00",Post-Graduate,Married,FL,91750,yes,yes,no,cellular,Govt,"101.298,00","4,00",Blue,"290,00","1,00","114,00",12/11/2023,Week-46,Q4,2023,"9.073,00","2.466,00","6.793,00","60,00",0.272,Online,Food,475.51,"0,00"
789820308,"52,00",M,"1,00",Uneducated,Married,IA,91750,no,no,no,cellular,Businessman,"45.138,00","3,00",Blue,"150,00","1,00","90,00",12/11/2023,Week-46,Q4,2023,"2.925,00","2.065,00","3.913,00","47,00",0.706,Swipe,Entertainment,899.99,"0,00"
789823383,"47,00",M,"1,00",Doctorate,Married,AR,72120,yes,yes,no,cellular,Retirees,"67.242,00","3,00",Blue,"405,00","1,00","107,00",12/11/2023,Week-46,Q4,2023,"2.786,00","1.635,00","4.532,00","82,00",0.587,Chip,Entertainment,997.04,"0,00"
789827208,"50,00",M,"2,00",High School,Single,FL,91750,no,no,no,cellular,Blue-collar,"107.688,00","4,00",Blue,"250,00","0,00","106,00",12/11/2023,Week-46,Q4,2023,"7.531,00","1.692,00","7.768,00","92,00",0.225,Swipe,Bills,1475.92,"0,00"
789830058,"44,00",F,"2,00",Uneducated,Single,NY,91750,no,no,no,cellular,Selfemployeed,"12.934,00","5,00",Blue,"295,00","0,00","128,00",12/11/2023,Week-46,Q4,2023,"21.573,00","1.585,00","1.384,00","36,00",0.073,Swipe,Travel,207.6,"0,00"
789833583,"60,00",M,"2,00",High School,Married,NY,91750,yes,no,no,unknown,Selfemployeed,"14.975,00","4,00",Blue,"250,00","1,00","46,00",12/11/2023,Week-46,Q4,2023,"6.803,00","1.332,00","1.476,00","30,00",0.196,Swipe,Bills,428.04,"0,00"
789842283,"38,00",F,"0,00",Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,"1.250,00","4,00",Blue,"435,00","0,00","116,00",12/11/2023,Week-46,Q4,2023,"4.320,00","0,00","706,00","21,00",0,Swipe,Bills,155.32,"0,00"
789849108,"37,00",F,"2,00",Unknown,Single,NY,91750,no,yes,no,unknown,Retirees,"24.985,00","5,00",Blue,"470,00","0,00","53,00",12/11/2023,Week-46,Q4,2023,"14.365,00","0,00","2.290,00","62,00",0,Swipe,Bills,458,"0,00"
789853533,"37,00",F,"3,00",Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,"5.525,00","3,00",Blue,"245,00","0,00","61,00",12/11/2023,Week-46,Q4,2023,"3.032,00","0,00","1.037,00","14,00",0,Swipe,Grocery,197.03,"0,00"
789859833,"49,00",F,"5,00",High School,Married,CA,91750,yes,yes,yes,cellular,Retirees,"59.927,00","5,00",Blue,"200,00","1,00","106,00",12/11/2023,Week-46,Q4,2023,"2.515,00","1.767,00","4.388,00","67,00",0.703,Swipe,Grocery,877.6,"0,00"
789863208,"46,00",F,"0,00",Graduate,Single,NY,91750,yes,yes,no,unknown,Selfemployeed,"14.975,00","4,00",Blue,"175,00","0,00","117,00",12/11/2023,Week-46,Q4,2023,"2.027,00","1.480,00","1.702,00","37,00",0.73,Swipe,Bills,102.12,"0,00"
789866133,"47,00",M,"3,00",Unknown,Unknown,NY,91750,no,no,no,cellular,White-collar,"120.565,00","4,00",Blue,"250,00","1,00","83,00",12/11/2023,Week-46,Q4,2023,"4.318,00","2.359,00","12.867,00","118,00",0.546,Swipe,Food,2444.73,"0,00"
789871233,"46,00",F,"3,00",Graduate,Married,TX,91750,no,yes,yes,cellular,Govt,"57.550,00","4,00",Blue,"175,00","1,00","139,00",12/11/2023,Week-46,Q4,2023,"2.361,00","1.342,00","4.316,00","78,00",0.568,Swipe,Grocery,431.6,"0,00"
789875883,"65,00",F,"1,00",Uneducated,Single,FL,91750,no,yes,no,cellular,Selfemployeed,"13.165,00","5,00",Blue,"420,00","1,00","94,00",12/11/2023,Week-46,Q4,2023,"2.490,00","627,00","1.391,00","45,00",0.252,Swipe,Entertainment,375.57,"0,00"
789878283,"48,00",F,"5,00",Post-Graduate,Single,TX,91750,yes,yes,no,cellular,White-collar,"136.280,00","4,00",Blue,"450,00","1,00","118,00",12/11/2023,Week-46,Q4,2023,"3.152,00","1.174,00","13.670,00","117,00",0.372,Swipe,Food,3417.5,"0,00"
789880533,"56,00",F,"1,00",High School,Single,NY,91750,yes,no,no,cellular,Govt,"26.794,00","5,00",Blue,"125,00","1,00","105,00",12/11/2023,Week-46,Q4,2023,"5.913,00","1.651,00","2.404,00","39,00",0.279,Swipe,Fuel,504.84,"0,00"
789886533,"56,00",F,"2,00",Graduate,Unknown,CA,91750,yes,no,no,cellular,Selfemployeed,"6.550,00","5,00",Blue,"250,00","1,00","97,00",12/11/2023,Week-46,Q4,2023,"3.947,00","1.746,00","1.110,00","21,00",0.442,Swipe,Bills,244.2,"0,00"
789890958,"44,00",F,"4,00",High School,Married,NY,91750,no,no,no,unknown,Businessman,"231.584,00","4,00",Blue,"250,00","0,00","111,00",12/11/2023,Week-46,Q4,2023,"10.948,00","482,00","16.230,00","111,00",0.044,Chip,Travel,2272.2,"0,00"
789893808,"43,00",F,"2,00",Graduate,Married,CA,91750,no,yes,no,cellular,Govt,"21.510,00","5,00",Silver,"300,00","1,00","88,00",12/11/2023,Week-46,Q4,2023,"34.516,00","1.230,00","2.100,00","38,00",0.036,Swipe,Bills,126,"0,00"
